campaignId,adGroupId,new_campaignName,new_adGroupName,advertisedSku,,,,,,,,,,,,,,,
149683322242472,221743963392489,DeepBI_0502_M92 M93 manu_overstock,DeepBI_0502_M92 M93 manu_overstock,LPM21SS0092MT0300SR2,,,,,,,,,,,,,,,
