market,sum( sales ),sum( cost ),avg_acos,campaignId,campaignName,adGroupId,adGroupName,promotedSku,new_campaignName,new_adGroupName
US,101.97,1.55,0.015201,238035769514230,M38-SD-防御本品牌PJ-VCPM,43356737822330,Ad group 1,LPM17AW0038RDNB0XLA1,DeepBI_0507_M38-SD-防御本品牌PJ-VCPM,DeepBI_0507_Ad group 1
US,100.95,2.66,0.02635,238035769514230,M38-SD-防御本品牌PJ-VCPM,43356737822330,Ad group 1,LPM17AW0038NBWH0XLA1,DeepBI_0507_M38-SD-防御本品牌PJ-VCPM,DeepBI_0507_Ad group 1
US,94.97,2.58,0.027166,46758162149897,M10-SD-Category lapasa-JN,177417268968790,Ad group 1,LPM16AW00100BLK00LR2,DeepBI_0507_M10-SD-Category lapasa-JN,DeepBI_0507_Ad group 1
US,93.96,2.11,0.022456,188981063840537,M100-SD-PD-防御PJ-VCPM,68774124156798,Ad group 1,LPM21AW0100DHNB00MR2,DeepBI_0507_M100-SD-PD-防御PJ-VCPM,DeepBI_0507_Ad group 1
US,90.45,6.41,0.070868,75551956539934,M39-SDPD-防御PJ-VCPM,49707968653951,Ad group 1,LPM17AW0039DGNB0XSR1,DeepBI_0507_M39-SDPD-防御PJ-VCPM,DeepBI_0507_Ad group 1
US,86.47,1.82,0.021048,238035769514230,M38-SD-防御本品牌PJ-VCPM,43356737822330,Ad group 1,LPM17AW0038BLWT2XLA1,DeepBI_0507_M38-SD-防御本品牌PJ-VCPM,DeepBI_0507_Ad group 1
US,83.97,2.26,0.026914,238035769514230,M38-SD-防御本品牌PJ-VCPM,43356737822330,Ad group 1,LPM17AW0038BKWH00SA1,DeepBI_0507_M38-SD-防御本品牌PJ-VCPM,DeepBI_0507_Ad group 1
US,79.97,1.64,0.020508,238035769514230,M38-SD-防御本品牌PJ-VCPM,43356737822330,Ad group 1,LPM17AW0038LBWS2XLA1,DeepBI_0507_M38-SD-防御本品牌PJ-VCPM,DeepBI_0507_Ad group 1
US,76.97,1.77,0.022996,238035769514230,M38-SD-防御本品牌PJ-VCPM,43356737822330,Ad group 1,LPM17AW0038NBWS0XLA1,DeepBI_0507_M38-SD-防御本品牌PJ-VCPM,DeepBI_0507_Ad group 1
US,76.97,2.26,0.029362,46758162149897,M10-SD-Category lapasa-JN,177417268968790,Ad group 1,LPM16AW00100NAY00SR2,DeepBI_0507_M10-SD-Category lapasa-JN,DeepBI_0507_Ad group 1
US,76.96,0.7,0.009096,238035769514230,M38-SD-防御本品牌PJ-VCPM,43356737822330,Ad group 1,LPM17AW0038LBWS0XSA1,DeepBI_0507_M38-SD-防御本品牌PJ-VCPM,DeepBI_0507_Ad group 1
US,67.97,2.65,0.038988,238035769514230,M38-SD-防御本品牌PJ-VCPM,43356737822330,Ad group 1,LPM17AW0038LBWS0XLA1,DeepBI_0507_M38-SD-防御本品牌PJ-VCPM,DeepBI_0507_Ad group 1
US,67.97,1.07,0.015742,238035769514230,M38-SD-防御本品牌PJ-VCPM,43356737822330,Ad group 1,LPM17AW0038NBWS00LA1,DeepBI_0507_M38-SD-防御本品牌PJ-VCPM,DeepBI_0507_Ad group 1
US,66.98,2.14,0.03195,46758162149897,M10-SD-Category lapasa-JN,177417268968790,Ad group 1,LPM16AW0010LHGY0XLR2,DeepBI_0507_M10-SD-Category lapasa-JN,DeepBI_0507_Ad group 1
US,65.47,1.26,0.019245,238035769514230,M38-SD-防御本品牌PJ-VCPM,43356737822330,Ad group 1,LPM17AW0038BLWT00LA1,DeepBI_0507_M38-SD-防御本品牌PJ-VCPM,DeepBI_0507_Ad group 1
