campaignId,adGroupId,new_campaignName,new_adGroupName,advertisedSku,,,,,,,,,,,,,,,
74411237019159,56481383643156,DeepBI_0502_M35 manu_overstock,DeepBI_0502_M35 manu_overstock,LPM17SS0035HGRY00LR4,,,,,,,,,,,,,,,
