campaignId,adGroupId,new_campaignName,new_adGroupName,advertisedSku,,,,,,,,,,,,,,,
521740350613734,364043537489322,DeepBI_0502_L01 manu_overstock,DeepBI_0502_L01 manu_overstock,LPL16SS00010BLK00MB1,,,,,,,,,,,,,,,
74411237019159,56481383643156,DeepBI_0502_M35 manu_overstock,DeepBI_0502_M35 manu_overstock,LPM17SS0035HGRY00LR4,,,,,,,,,,,,,,,
149683322242472,221743963392489,DeepBI_0502_M92 M93 manu_overstock,DeepBI_0502_M92 M93 manu_overstock,LPM21SS0092MT0300SR2,,,,,,,,,,,,,,,
