market,new_campaignName,new_adGroupName,campaignName,adGroupName,campaignId,adGroupId,advertisedSku,模板国家,投放模式,状态,,,,,,,,,
IT,DeepBI_0502_蓝双手套短语,DeepBI_0502_蓝双手套短语,蓝双手套短语,蓝双手套短语,523254402738888,491620096054792,QL-onepair-blue,FR,关键词投放,未建好,,,,,,,,,
