market,sum( sales ),sum( cost ),avg_acos,campaignId,campaignName,adGroupId,adGroupName,promotedSku,new_campaignName,new_adGroupName
FR,41.64,0.46,0.011047,366836223007357,DeepBI_0509_L52,300043914595103,DeepBI_0509_L52,LPL19SS0052STBL0XLA1,DeepBI_0507_L52,DeepBI_0507_DeepBI_0509_L52
FR,41.64,1.91,0.045869,289851750658803,DeepBI_0509_m19_overstock,358257668183375,DeepBI_0509_m19,LPM17SS00190NAY00MR1-22V1,DeepBI_0507_m19_overstock,DeepBI_0507_DeepBI_0509_m19
FR,40.88,2.7,0.066047,473625740834625,DeepBI_0507_M39-SDPD-防御PJ-VCPM,390542866287650,DeepBI_0507_Ad group 1,LPM17AW0039WTRD2XLR1,DeepBI_0507_M39-SDPD-防御PJ-VCPM,DeepBI_0507_Ad group 1
FR,40.6,0.24,0.005911,366836223007357,DeepBI_0509_L52_overstock,300043914595103,DeepBI_0509_L52,LPL19SS0052BURY00LB1,DeepBI_0507_L52_overstock,DeepBI_0507_DeepBI_0509_L52
FR,39.98,0.96,0.024012,504816871181128,DeepBI_0509_L02_overstock,449528966392770,DeepBI_0509_L02,LPL16SS00020PUR0XLA1,DeepBI_0507_L02_overstock,DeepBI_0507_DeepBI_0509_L02
FR,39.14,0.75,0.019162,302052141188403,DeepBI_0509_L15,420421349815706,DeepBI_0509_L15,LPL17AW0015MT010XSR2,DeepBI_0507_L15,DeepBI_0507_DeepBI_0509_L15
FR,38.57,0.54,0.014001,302052141188403,DeepBI_0509_L15,420421349815706,DeepBI_0509_L15,LPL17AW0015NUDE00MR1-19Y,DeepBI_0507_L15,DeepBI_0507_DeepBI_0509_L15
FR,38.31,0.69,0.018011,504816871181128,DeepBI_0509_L02,449528966392770,DeepBI_0509_L02,LPL16SS0002BURY00LA1,DeepBI_0507_L02,DeepBI_0507_DeepBI_0509_L02
FR,38.1,0.62,0.016273,302052141188403,DeepBI_0509_L15,420421349815706,DeepBI_0509_L15,LPL17AW00150BLK00MR2,DeepBI_0507_L15,DeepBI_0507_DeepBI_0509_L15
FR,36.64,0.47,0.012828,302052141188403,DeepBI_0509_L15,420421349815706,DeepBI_0509_L15,LPL17AW00150WHI00MR2,DeepBI_0507_L15,DeepBI_0507_DeepBI_0509_L15
FR,36.64,5.09,0.138919,473625740834625,DeepBI_0507_M39-SDPD-防御PJ-VCPM,390542866287650,DeepBI_0507_Ad group 1,LPM17AW00390BLK0XLR1,DeepBI_0507_M39-SDPD-防御PJ-VCPM,DeepBI_0507_Ad group 1
FR,34.97,2.12,0.060623,289851750658803,DeepBI_0509_m19,358257668183375,DeepBI_0509_m19,LPM17SS0019BURY00LR1-22V1,DeepBI_0507_m19,DeepBI_0507_DeepBI_0509_m19
FR,33.32,0.83,0.02491,504816871181128,DeepBI_0509_L02,449528966392770,DeepBI_0509_L02,LPL16SS0002BURY00MA1,DeepBI_0507_L02,DeepBI_0507_DeepBI_0509_L02
FR,32.4,2.01,0.062037,289851750658803,DeepBI_0509_m19,358257668183375,DeepBI_0509_m19,LPM17SS0019HGRY00MR1-22V1,DeepBI_0507_m19,DeepBI_0507_DeepBI_0509_m19
FR,31.66,0.29,0.00916,289851750658803,DeepBI_0509_m19,358257668183375,DeepBI_0509_m19,LPM17SS0019BURY00MR1-23V1,DeepBI_0507_m19,DeepBI_0507_DeepBI_0509_m19
FR,29.16,0.52,0.017833,556378851007957,DeepBI_0509_m35,380132000953706,DeepBI_0509_m35,LPM17SS0035HGRY00MR4,DeepBI_0507_m35,DeepBI_0507_DeepBI_0509_m35
FR,28.32,0.34,0.012006,289851750658803,DeepBI_0509_m19,358257668183375,DeepBI_0509_m19,LPM17SS0019LBLU0XLA1-23V1,DeepBI_0507_m19,DeepBI_0507_DeepBI_0509_m19
FR,27.49,0.55,0.020007,514167159661659,DeepBI_0509_m36_overstock,313440152600662,DeepBI_0509_m36,LPM17SS0036MUT100SR4V4,DeepBI_0507_m36_overstock,DeepBI_0507_DeepBI_0509_m36
FR,26.66,0.36,0.013503,514167159661659,DeepBI_0509_m36_overstock,313440152600662,DeepBI_0509_m36,LPM17SS0036LHGY00LR4,DeepBI_0507_m36_overstock,DeepBI_0507_DeepBI_0509_m36
FR,25.82,0.09,0.003486,346362579978996,DeepBI_0509_K01,370686358313691,DeepBI_0509_K01_category,LPK17SS0001MT1000SR4,DeepBI_0507_K01,DeepBI_0507_DeepBI_0509_K01_category
FR,24.99,1.26,0.05042,559286178488901,DeepBI_0509_L01_overstock,476226681767570,DeepBI_0509_L01,LPL16SS00010NAY0XSA1,DeepBI_0507_L01_overstock,DeepBI_0507_DeepBI_0509_L01
FR,24.99,0.34,0.013605,559286178488901,DeepBI_0509_L01,476226681767570,DeepBI_0509_L01,LPL16SS0001OFWH0XSA1,DeepBI_0507_L01,DeepBI_0507_DeepBI_0509_L01
FR,24.99,1.38,0.055222,504816871181128,DeepBI_0509_L02,449528966392770,DeepBI_0509_L02,LPL16SS00020PUR0XSB1,DeepBI_0507_L02,DeepBI_0507_DeepBI_0509_L02
FR,24.99,0.14,0.005602,504816871181128,DeepBI_0509_L02,449528966392770,DeepBI_0509_L02,LPL16SS0002BURY0XSA1,DeepBI_0507_L02,DeepBI_0507_DeepBI_0509_L02
FR,24.99,0.59,0.023609,289851750658803,DeepBI_0509_m19,358257668183375,DeepBI_0509_m19,LPM17SS00190BLK0XLA1-22V1,DeepBI_0507_m19,DeepBI_0507_DeepBI_0509_m19
FR,24.99,0.44,0.017607,289851750658803,DeepBI_0509_m19,358257668183375,DeepBI_0509_m19,LPM17SS0019DGRN00SA1,DeepBI_0507_m19,DeepBI_0507_DeepBI_0509_m19
FR,24.99,0.53,0.021208,289851750658803,DeepBI_0509_m19,358257668183375,DeepBI_0509_m19,LPM17SS0019PINK00LR1-23V1,DeepBI_0507_m19,DeepBI_0507_DeepBI_0509_m19
FR,24.99,0.1,0.004002,289851750658803,DeepBI_0509_m19_overstock,358257668183375,DeepBI_0509_m19,LPM17SS0019WNST2XLR1,DeepBI_0507_m19_overstock,DeepBI_0507_DeepBI_0509_m19
FR,24.99,0.73,0.029212,556378851007957,DeepBI_0509_m35,380132000953706,DeepBI_0509_m35,LPM17SS00350BLK00LR4,DeepBI_0507_m35,DeepBI_0507_DeepBI_0509_m35
FR,24.99,1.39,0.055622,556378851007957,DeepBI_0509_m35_overstock,380132000953706,DeepBI_0509_m35,LPM17SS00350BLK00MR4V2,DeepBI_0507_m35_overstock,DeepBI_0507_DeepBI_0509_m35
FR,24.99,1.45,0.058023,556378851007957,DeepBI_0509_m35_overstock,380132000953706,DeepBI_0509_m35,LPM17SS00350WHI0XLR4V2,DeepBI_0507_m35_overstock,DeepBI_0507_DeepBI_0509_m35
FR,24.99,0.95,0.038015,556378851007957,DeepBI_0509_m35,380132000953706,DeepBI_0509_m35,LPM17SS00350WHIXXLR4V3,DeepBI_0507_m35,DeepBI_0507_DeepBI_0509_m35
FR,24.99,0.89,0.035614,514167159661659,DeepBI_0509_m36_overstock,313440152600662,DeepBI_0509_m36,LPM17SS00360WHI00SR4,DeepBI_0507_m36_overstock,DeepBI_0507_DeepBI_0509_m36
FR,24.99,0.18,0.007203,514167159661659,DeepBI_0509_m36_overstock,313440152600662,DeepBI_0509_m36,LPM17SS00360WHI0XLR4,DeepBI_0507_m36_overstock,DeepBI_0507_DeepBI_0509_m36
FR,24.99,0.44,0.017607,514167159661659,DeepBI_0509_m36_overstock,313440152600662,DeepBI_0509_m36,LPM17SS0036LHGY0XLR4,DeepBI_0507_m36_overstock,DeepBI_0507_DeepBI_0509_m36
FR,24.99,0.43,0.017207,514167159661659,DeepBI_0509_m36_overstock,313440152600662,DeepBI_0509_m36,LPM17SS0036LHGY3XLR4,DeepBI_0507_m36_overstock,DeepBI_0507_DeepBI_0509_m36
FR,24.99,0.92,0.036815,514167159661659,DeepBI_0509_m36_overstock,313440152600662,DeepBI_0509_m36,LPM17SS0036MUT20XLR4,DeepBI_0507_m36_overstock,DeepBI_0507_DeepBI_0509_m36
FR,23.74,0.51,0.021483,514167159661659,DeepBI_0509_m36_overstock,313440152600662,DeepBI_0509_m36,LPM17SS00360WHI00LR4,DeepBI_0507_m36_overstock,DeepBI_0507_DeepBI_0509_m36
FR,23.74,0.46,0.019377,514167159661659,DeepBI_0509_m36_overstock,313440152600662,DeepBI_0509_m36,LPM17SS0036MUT13XLR4,DeepBI_0507_m36_overstock,DeepBI_0507_DeepBI_0509_m36
FR,23.32,2.4,0.102916,504816871181128,DeepBI_0509_L02_overstock,449528966392770,DeepBI_0509_L02,LPL16SS0002DHGY00MA1,DeepBI_0507_L02_overstock,DeepBI_0507_DeepBI_0509_L02
FR,23.32,3.64,0.156089,366836223007357,DeepBI_0509_L52,300043914595103,DeepBI_0509_L52,LPL19SS0052BURY00LB1,DeepBI_0507_L52,DeepBI_0507_DeepBI_0509_L52
FR,23.32,1.24,0.053173,556378851007957,DeepBI_0509_m35_overstock,380132000953706,DeepBI_0509_m35,LPM17SS0035MT0100MR4,DeepBI_0507_m35_overstock,DeepBI_0507_DeepBI_0509_m35
FR,23.32,0.74,0.031732,556378851007957,DeepBI_0509_m35,380132000953706,DeepBI_0509_m35,LPM17SS0035MT0100SR4,DeepBI_0507_m35,DeepBI_0507_DeepBI_0509_m35
FR,22.16,1.47,0.066336,556378851007957,DeepBI_0509_m35_overstock,380132000953706,DeepBI_0509_m35,LPM17SS0035HGRY0XLR4,DeepBI_0507_m35_overstock,DeepBI_0507_DeepBI_0509_m35
FR,21.43,0.39,0.018199,514167159661659,DeepBI_0509_m36_overstock,313440152600662,DeepBI_0509_m36,LPM17SS0036MUT100LR4V5,DeepBI_0507_m36_overstock,DeepBI_0507_DeepBI_0509_m36
FR,21.05,3.69,0.175297,504816871181128,DeepBI_0509_L02,449528966392770,DeepBI_0509_L02,LPL16SS00020PUR0XSA1,DeepBI_0507_L02,DeepBI_0507_DeepBI_0509_L02
FR,20.82,0.08,0.003842,559286178488901,DeepBI_0509_L01,476226681767570,DeepBI_0509_L01,LPL16SS00010BLK00LB1,DeepBI_0507_L01,DeepBI_0507_DeepBI_0509_L01
