campaignName,adGroupName,campaignId,adGroupId,advertisedSku,new_campaignName,new_adGroupName
M31/M126 - PRODUCT,Ad group - 8/8/2023 11:45:41.818,4.97865E+14,3.64139E+14,LPM17AW00310BLK00LR2V4,DeepBI_0502_M31 manu,DeepBI_0502_M31 manu
