campaignId,campaignName,adGroupId,adGroupName,new_campaignName,new_adGroupName,advertisedSku,,,,,,,,,,,,,
547615357149974,DeepBI_0502_M131_Manual_overstock,360773237722204,DeepBI_0502_M131_Manual,DeepBI_0502_M131_Manual_overstock,DeepBI_0502_M131_Manual_overstock,LPM23SS0131LGRY0XLR1,,,,,,,,,,,,,
