campaignName,adGroupName,campaignId,adGroupId,promotedSku,new_campaignName,new_adGroupName
新款方口- Cachalot -SD-PAT-扩张-vcpm,新款方口 SD-PAT-扩张-vcpm,1.07E+14,2.66E+14,E01989,DeepBI_0507_新款方口- Cachalot -SD-PAT-扩张-vcpm,DeepBI_0507_新款方口 SD-PAT-扩张-vcpm
