campaignName,adGroupName,campaignId,adGroupId,promotedSku,new_campaignName,new_adGroupName,,,,,,,,,,,,,
新款方口- Cachalot -SD-PAT-扩张-vcpm,新款方口 SD-PAT-扩张-vcpm,106879248894893,266082464964967,E01989,DeepBI_0502_新款方口- Cachalot -SD-PAT-扩张-vcpm,DeepBI_0502_新款方口 SD-PAT-扩张-vcpm,,,,,,,,,,,,,
